skv,X,Y,Z,H,Ip,Il,W,r,rs,e,WL,Wp,jn,E12mk.w,jw,rd,d0.3,cluster,qname
-2,471901.01059510006,90329.68874,-8.25,36.7,25.44,0.27,32.16,1.87,2.75,0.9440000000000001,50.67,25.23,,,,1.41,,N,L.epI
_ˆ-13,464111.9950162,89705.04809119999,38.7,24.2,25.35,0.27,31.23,1.85,2.75,0.951,49.71,24.36,,,,1.41,,N,edH
_ˆ-17,464086.2983221,89694.46134719999,42.04,16.3,24.48,0.27,41.55,1.8,2.74,1.155,59.32,34.84,,,,1.27,,N,edH
_ˆ-18,464092.59406840004,89696.72725839999,43.0,19.3,39.93,0.27,40.35,1.74,2.77,1.234,69.57,29.64,,,,1.24,,N,edH
11?,463872.81665200007,89622.0739832,46.85,14.8,41.03,0.28,53.11,1.7,2.78,1.504,82.75,41.72,,,,1.11,,N,edH
38?,463917.0518629,89640.8651192,56.51,2.2,25.48,0.28,33.97,1.81,2.75,1.035,52.3,26.82,,,,1.35,,N,edH
?ˆ-20,472183.726726,90044.6711064,15.12,9.5,21.43,0.28,40.96,1.77,2.73,1.1740000000000002,56.3,34.87,,,,1.26,,N,L.epIII-H
?ˆ16,464327.08155790006,89788.8694064,58.0,9.0,29.01,0.28,35.4,1.86,2.76,1.0090000000000001,56.33,27.32,,,,1.37,,N,edH
-33,464375.71141720004,89775.7008888,42.7,23.3,29.55,0.28,42.29,1.71,2.76,1.297,63.42,33.87,,,,1.2,,N,edH
_ˆ-15,464070.4220923001,89689.14789919999,37.1,25.3,39.73,0.28,39.9,1.81,2.78,1.149,68.7,28.97,,,,1.29,,N,edH
_ˆ-15,464070.4220923001,89689.14789919999,28.2,34.2,34.34,0.28,36.86,1.73,2.77,1.1909999999999998,61.67,27.33,,,,1.26,,N,edH
_ˆ-16,464077.0365631,89691.29603119999,45.9,13.1,23.77,0.28,39.78,1.85,2.8,1.1159999999999999,56.92,33.15,,,,1.32,,N,edH
_ˆ-4,467433.98923540005,90289.13789679999,24.81,1.3,15.26,0.28,25.36,1.79,2.71,0.898,36.37,21.11,,,,1.43,,Q,pH
_ˆ-5,467442.80478010006,90287.85303279999,23.05,6.7,20.71,0.28,28.78,1.96,2.73,0.794,43.59,22.88,,,,1.52,,Q,pH
1?,472125.32889820007,90245.6224976,22.4,1.7,6.55,0.29,20.73,2.02,2.68,0.602,25.4,18.85,,,,1.67,,Q,
?ˆ20,472649.1994852,90274.54264479999,28.0,1.5,27.25,0.29,32.64,1.81,2.75,1.015,52.09,24.84,,,,1.36,,N,
_ˆ-13,464111.9950162,89705.04809119999,31.5,31.4,37.92,0.29,39.13,1.67,2.77,1.308,66.13,28.21,,,,1.2,,N,edH
_ˆ-13,464111.9950162,89705.04809119999,29.9,33.0,38.59,0.29,39.32,1.79,2.77,1.156,66.82,28.23,,,,1.28,,N,edH
_ˆ-15,464070.4220923001,89689.14789919999,45.7,16.7,42.17,0.29,40.43,1.74,2.78,1.244,70.56,28.39,,,,1.24,,N,edH
_ˆ-18,464092.59406840004,89696.72725839999,35.0,27.3,20.17,0.29,30.48,1.93,2.73,0.846,44.8,24.63,,,,1.48,,Q,edH
_ˆ-3,467425.04620090005,90289.15797279999,-7.91,35.0,12.12,0.29,23.49,2.02,2.7,0.6509999999999999,32.08,19.96,,,,1.64,,Q,pH
18,472089.8379877,90266.03577439999,20.12,10.0,31.08,0.3,54.26,1.7,2.75,1.495,75.95,44.87,,,,1.1,,N,
?ˆ-1,464313.4888954001,89814.63628319999,56.5,8.2,30.6,0.3,41.89,1.71,2.76,1.29,63.35,32.75,,,,1.21,,N,edH
-25,471882.50207590003,90357.12326319999,2.25,16.0,8.22,0.3,22.14,2.07,2.69,0.5870000000000001,27.87,19.65,,,,1.69,,Q,L.epII
-33,464375.71141720004,89775.7008888,21.8,44.2,34.05,0.3,44.97,1.76,2.76,1.273,68.83,34.78,,,,1.21,,N,edH
_ˆ-15,464070.4220923001,89689.14789919999,35.2,27.2,34.86,0.3,37.78,1.87,2.78,1.048,62.24,27.38,,,,1.36,,N,edH
_ˆ-16,464077.0365631,89691.29603119999,26.2,32.8,31.36,0.3,35.99,1.78,2.76,1.109,58.0,26.64,,,,1.31,,N,edH
_ˆ-25,463931.07949060004,89636.15930479999,56.58,2.1,24.48,0.3,35.85,1.84,2.74,1.023,52.96,28.48,,,,1.35,,N,edH
6?,471096.9361762,90391.95378479999,6.4,12.0,8.79,0.31,20.32,1.98,2.69,0.635,26.35,17.56,,,,1.65,,Q,L.epII
?ˆ13,472194.29338060005,90288.6212744,27.2,4.0,27.52,0.31,34.01,1.93,2.75,0.909,52.89,25.37,,,,1.44,,N,
?ˆ6,471827.2914931,90175.3230376,81.7,4.0,47.21,0.31,46.22,1.76,2.75,1.285,78.83,31.62,,,,1.2,,N,edH
??14,471964.83423880005,90303.8736808,29.45,9.0,11.01,0.31,22.73,1.97,2.71,0.688,30.36,19.35,,,,1.61,,Q,L.epI
?ˆ-22,472302.47222560004,90050.5346368,17.17,4.2,22.77,0.31,27.17,1.86,2.73,0.867,42.89,20.12,,,,1.46,,Q,L.epIII-H
_ˆ-15,464070.4220923001,89689.14789919999,25.4,37.0,30.4,0.31,35.22,1.86,2.77,1.014,56.21,25.81,,,,1.38,,N,edH
_ˆ-16,464077.0365631,89691.29603119999,55.1,3.9,33.09,0.31,37.0,1.78,2.76,1.124,59.93,26.84,,,,1.3,,N,edH
3,472435.24160320003,89864.59607839999,10.95,9.2,25.82,0.32,32.77,1.97,,,50.44,24.62,,,,1.48,,,L.epIII-H
20,473110.2251002,89866.5193592,6.9,11.2,11.07,0.32,21.99,1.87,2.69,0.755,29.52,18.45,,,,1.53,,Q,L.epIII-H
33?,464834.82880987,89959.97588291999,28.7,9.7,26.4,0.32,33.84,1.82,2.75,1.022,51.75,25.35,,,,1.36,,N,pH
?ˆ-14,471856.3929148001,90018.19487759999,30.65,8.0,23.76,0.32,39.23,1.76,2.73,1.16,55.43,31.67,,,,1.26,,N,L.epI
?ˆ7,471992.46952780004,90038.8999256,29.0,3.0,12.67,0.32,24.16,1.97,2.7,0.7020000000000001,32.78,20.11,,,,1.59,,Q,L.epIII-H
-35,463432.6168708,89346.15746959999,4.2,42.1,11.93,0.32,23.43,1.91,2.7,0.745,31.56,19.63,,,,1.55,,Q,L.epIII-H
_ˆ-13,464111.9950162,89705.04809119999,33.7,29.2,35.06,0.32,37.38,1.82,2.77,1.091,61.16,26.1,,,,1.32,,N,edH
_ˆ-13,464111.9950162,89705.04809119999,27.8,35.1,37.06,0.32,39.86,1.69,2.77,1.2919999999999998,64.88,27.82,,,,1.21,,N,edH
_ˆ-13,464111.9950162,89705.04809119999,23.0,39.9,36.17,0.32,39.38,1.72,2.77,1.245,64.0,27.83,,,,1.23,,N,edH
_ˆ-14,464118.4445002,89707.25377439999,27.2,35.8,27.16,0.32,33.71,,2.75,,52.12,24.96,,,,,,,edH
_ˆ-15,464070.4220923001,89689.14789919999,39.7,22.7,31.79,0.32,36.69,1.88,2.79,1.0290000000000001,58.18,26.39,,,,1.38,,N,edH
18,472089.8379877,90266.03577439999,23.82,6.3,25.15,0.33,52.79,1.7,2.75,1.472,69.63,44.48,,,,1.11,,N,
-33,464375.71141720004,89775.7008888,50.0,16.0,30.46,0.33,42.13,1.72,2.76,1.281,62.6,32.14,,,,1.21,,N,edH
-34,464322.83689750003,89790.1087648,39.5,26.1,56.85,0.33,66.76,1.55,2.78,1.9909999999999999,104.65,47.8,,,,0.93,,N,edH
_ˆ-14,464118.4445002,89707.25377439999,29.9,33.1,39.97,0.33,41.91,1.82,2.77,1.16,68.53,28.56,,,,1.28,,N,edH
_ˆ-15,464070.4220923001,89689.14789919999,41.5,20.9,39.51,0.33,42.16,1.8,2.77,1.188,68.65,29.14,,,,1.27,,N,edH
_ˆ-16,464077.0365631,89691.29603119999,20.3,38.7,22.61,0.33,31.36,1.94,2.77,0.8759999999999999,46.47,23.86,,,,1.48,,N,edH
_ˆ-4,467433.98923540005,90289.13789679999,12.91,13.2,12.03,0.33,23.98,1.99,2.7,0.682,32.09,20.06,,,,1.61,,Q,pH
-57,472075.91535160004,90085.85768959999,22.1,4.0,12.66,0.33,24.1,1.9,2.7,0.764,32.55,19.89,,,,1.53,,Q,L.epIII-H
6?,471096.9361762,90391.95378479999,4.4,14.0,8.84,0.34,22.4,1.99,2.69,0.655,28.2,19.36,,,,1.63,,Q,L.epII
?ˆ-8,471854.68305160006,90376.27978239999,1.0,13.5,10.04,0.34,22.33,2.07,2.71,0.602,29.0,18.96,,,,1.69,,Q,L.epII
?ˆ1,472001.5475515,90253.2272864,25.1,8.0,27.65,0.34,45.77,1.77,2.75,1.265,64.07,36.42,,,,1.21,,N,
_ˆ-14,464118.4445002,89707.25377439999,32.8,30.2,36.88,0.34,41.27,1.83,2.77,1.138,65.57,28.69,,,,1.3,,N,edH
_ˆ-14,464118.4445002,89707.25377439999,24.8,38.2,32.39,0.34,37.83,1.67,2.77,1.286,59.12,26.73,,,,1.21,,N,edH
_ˆ-15,464070.4220923001,89689.14789919999,22.7,39.7,28.6,0.34,35.8,1.88,2.75,0.986,54.58,25.98,,,,1.38,,N,edH
_ˆ-4,467433.98923540005,90289.13789679999,15.71,10.4,22.74,0.34,31.88,1.95,2.79,0.887,46.8,24.06,,,,1.48,,N,pH
-1,464032.6588636,89691.23178799999,56.0,5.0,29.99,0.34,45.64,1.71,2.76,1.351,65.47,35.48,,,,1.17,,N,edH
10?,468612.2049706,90254.32343599999,44.6,2.0,12.01,0.35,23.98,2.01,2.7,0.665,31.77,19.76,,,,1.62,,Q,L.epI
19?,466276.43809690006,90187.52124196799,25.2,9.9,13.01,0.35,26.49,2.0,2.71,0.7140000000000001,34.94,21.93,,,,1.58,,Q,L.epI
29?,464990.38586431,90075.38157774399,27.1,4.8,14.03,0.35,24.85,2.02,2.71,0.675,33.92,19.89,,,,1.62,,Q,pH
?ˆ13,464200.43169070006,89835.1874152,46.59,9.0,23.59,0.35,36.71,,2.75,,51.96,28.37,,,,,,,edH
_ˆ-13,464111.9950162,89705.04809119999,25.3,37.6,34.01,0.35,38.58,1.67,2.77,1.2990000000000002,60.55,26.54,,,,1.21,,N,edH
_ˆ-14,464118.4445002,89707.25377439999,44.6,18.4,30.77,0.35,36.98,1.88,2.79,1.033,56.89,26.12,,,,1.37,,N,edH
_ˆ-15,464070.4220923001,89689.14789919999,60.8,1.6,37.38,0.35,41.04,1.62,2.77,1.412,65.44,28.06,,,,1.15,,N,edH
_ˆ-2,467416.133164,90287.9145992,14.88,17.0,18.56,0.35,28.91,1.99,2.8,0.8140000000000001,40.95,22.39,,,,1.54,,Q,pH
?ˆ4,472069.51461370004,90156.1531344,30.3,5.0,8.82,0.36,21.68,,2.69,,27.3,18.48,,,,,,,
-33,464375.71141720004,89775.7008888,30.3,35.7,35.35,0.36,49.52,1.68,2.77,1.465,72.12,36.77,,,,1.12,,N,edH
_ˆ-1,467404.0741288001,90289.5461088,21.66,12.5,19.73,0.36,29.68,1.98,2.79,0.8270000000000001,42.37,22.64,,,,1.53,,Q,pH
_ˆ-14,464118.4445002,89707.25377439999,49.5,13.5,28.64,0.36,35.83,1.9,2.8,1.002,54.27,25.63,,,,1.4,,N,edH
_ˆ-4,467433.98923540005,90289.13789679999,-0.39,26.5,10.77,0.36,23.31,,2.7,,30.19,19.42,,,,,,,pH
16,472115.1709609,90227.495208,18.74,8.0,33.93,0.37,57.7,1.67,2.75,1.597,79.2,45.27,,,,1.06,,N,
35?,464735.21990421996,89860.89516148799,45.4,6.7,30.43,0.37,55.44,1.66,2.75,1.575,74.71,44.28,,,,1.07,,N,edH
38?,463917.0518629,89640.8651192,52.71,6.0,36.27,0.37,45.11,1.72,2.75,1.32,67.81,31.54,,,,1.19,,N,edH
??23,472024.4282209,90115.11377519999,33.25,3.7,33.85,0.37,47.53,1.81,2.75,1.2409999999999999,68.96,35.11,,,,1.23,,N,
?ˆ-21,472190.888653,90034.57153999999,15.1,10.0,22.86,0.37,35.38,1.82,2.73,1.031,49.73,26.87,,,,1.34,,N,L.epIII-H
_ˆ-14,464118.4445002,89707.25377439999,51.9,11.1,23.18,0.37,32.3,1.89,2.74,0.9179999999999999,46.82,23.64,,,,1.43,,N,edH
_ˆ-14,464118.4445002,89707.25377439999,34.5,28.5,29.8,0.37,36.1,1.85,2.75,1.023,54.92,25.12,,,,1.36,,N,edH
_ˆ-15,464070.4220923001,89689.14789919999,43.8,18.6,40.22,0.37,44.0,1.81,2.8,1.228,69.34,29.12,,,,1.26,,N,edH
_ˆ-16,464077.0365631,89691.29603119999,43.8,15.2,37.58,0.37,42.11,1.79,2.77,1.199,65.62,28.04,,,,1.26,,N,edH
_ˆ-18,464092.59406840004,89696.72725839999,49.3,13.0,35.52,0.37,40.72,1.82,2.77,1.1420000000000001,63.13,27.61,,,,1.29,,N,edH
10?,463961.17083310004,89653.37782079999,49.7,12.7,25.25,0.38,44.3,1.81,2.76,1.2,59.85,34.6,,,,1.25,,N,edH
?ˆ16,472305.8132083,90285.1387576,24.65,1.8,34.78,0.38,40.63,1.84,2.75,1.102,62.32,27.54,,,,1.31,,N,
?ˆ-18,472074.61420570005,90038.1678208,21.25,8.0,18.34,0.38,39.98,1.73,2.72,1.2009999999999998,51.27,32.93,,,,1.24,,N,L.epIII-H
?ˆ-8,471854.68305160006,90376.27978239999,2.6,11.9,9.32,0.38,20.78,1.98,2.69,0.6409999999999999,26.59,17.27,,,,1.64,,Q,L.epII
_ˆ-13,464111.9950162,89705.04809119999,43.7,19.2,31.61,0.38,38.47,1.79,2.76,1.135,57.99,26.38,,,,1.29,,N,edH
_ˆ-13,464111.9950162,89705.04809119999,41.2,21.7,32.5,0.38,38.86,1.74,2.76,1.203,59.13,26.63,,,,1.25,,N,edH
_ˆ-13,464111.9950162,89705.04809119999,35.9,27.0,29.12,0.38,36.6,1.77,2.76,1.13,54.53,25.41,,,,1.3,,N,edH
_ˆ-14,464118.4445002,89707.25377439999,39.8,23.2,25.47,0.38,34.11,1.83,2.75,1.015,49.95,24.48,,,,1.36,,N,edH
_ˆ-16,464077.0365631,89691.29603119999,23.1,35.9,25.33,0.38,33.89,1.8,2.75,1.046,49.66,24.33,,,,1.34,,N,edH
33?,464834.82880987,89959.97588291999,31.9,6.5,35.19,0.39,43.1,1.78,2.75,1.2109999999999999,64.74,29.55,,,,1.24,,N,pH
-13,471953.85886690003,90283.600936,34.2,8.4,47.01,0.39,53.6,1.69,2.75,1.499,82.16,35.15,,,,1.1,,N,edH
-33,464375.71141720004,89775.7008888,36.9,29.1,27.39,0.39,40.55,,2.75,,57.27,29.88,,,,,,,edH
-33,464375.71141720004,89775.7008888,24.8,41.2,34.64,0.39,44.46,1.65,2.76,1.416,65.76,31.12,,,,1.14,,N,edH
-34,464322.83689750003,89790.1087648,21.5,44.1,26.54,0.39,36.77,1.85,2.75,1.033,52.96,26.42,,,,1.35,,N,edH
_ˆ-14,464118.4445002,89707.25377439999,42.1,20.9,32.8,0.39,38.76,1.83,2.76,1.093,58.78,25.98,,,,1.32,,N,edH
11?,463872.81665200007,89622.0739832,53.15,8.5,23.03,0.4,34.57,1.8,2.73,1.041,48.39,25.36,,,,1.34,,N,edH
??11,471932.9692882,90286.665872,33.55,10.2,33.95,0.4,41.48,1.9,2.75,1.048,61.76,27.81,,,,1.34,,N,edH
??23,472024.4282209,90115.11377519999,32.15,4.8,32.32,0.4,47.23,1.65,2.75,1.454,66.5,34.18,,,,1.12,,N,
-13,471953.85886690003,90283.600936,38.9,3.7,43.93,0.4,50.98,1.68,2.75,1.4709999999999999,77.19,33.26,,,,1.11,,N,edH
-15,471973.4885464001,90272.6742384,33.4,6.0,32.04,0.4,40.49,1.72,2.76,1.254,59.65,27.61,,20.60786925,,1.22,,N,edH
_ˆ-14,464118.4445002,89707.25377439999,46.4,16.6,23.89,0.4,33.54,1.93,2.8,0.937,47.78,23.89,,,,1.45,,N,edH
_ˆ-16,464077.0365631,89691.29603119999,57.1,1.9,39.62,0.4,40.53,1.74,2.77,1.237,64.23,24.61,,,,1.24,,N,edH
_ˆ-5,467442.80478010006,90287.85303279999,15.05,14.7,23.7,0.4,33.35,1.93,2.79,0.9279999999999999,47.56,23.86,,,,1.45,,N,pH
-3,464085.21465880005,89707.04096879999,59.1,1.5,32.52,0.4,47.49,1.76,2.76,1.3130000000000002,67.08,34.56,,,,1.19,,N,edH
11?,468610.95557056007,90258.85092198399,44.5,2.0,14.39,0.41,26.7,1.91,2.71,0.7979999999999999,35.18,20.79,,,,1.51,,Q,L.epI
1?,472125.32889820007,90245.6224976,16.1,8.0,33.69,0.41,43.31,1.79,2.76,1.21,63.33,29.64,,,,1.25,,N,
35,463733.3615593,89527.28983359999,52.49,9.0,21.78,0.41,31.01,1.95,2.75,0.848,43.93,22.15,,,,1.49,,Q,edH
?ˆ-14,471856.3929148001,90018.19487759999,32.15,6.5,35.38,0.41,44.86,1.76,2.76,1.272,65.79,30.41,,,,1.21,,N,L.epI
?ˆ-2,464406.8076793,89788.5749584,61.0,4.2,21.77,0.41,33.0,1.88,2.75,0.945,45.89,24.12,,,,1.41,,N,edH
_ˆ-14,464118.4445002,89707.25377439999,22.4,40.6,33.43,0.41,40.28,1.68,2.76,1.305,59.97,26.54,,,,1.2,,N,edH
_ˆ-5,467442.80478010006,90287.85303279999,17.75,12.0,24.85,0.41,34.14,1.92,2.79,0.9490000000000001,48.74,23.89,,,,1.43,,N,pH
-7,464924.5100098001,90059.53805359999,27.05,4.0,9.49,0.41,23.11,1.98,2.7,0.679,28.72,19.23,,,,1.61,,Q,L.epI
_ˆ-25,463931.07949060004,89636.15930479999,55.08,3.6,28.71,0.41,38.37,1.77,2.75,1.15,55.25,26.54,,,,1.28,,N,edH
2?,472102.65446230007,90244.1007368,18.0,8.0,31.95,0.42,43.75,1.62,2.76,1.449,62.37,30.42,,,,1.13,,N,
_ˆ-16,464077.0365631,89691.29603119999,48.4,10.6,35.66,0.42,42.25,1.81,2.79,1.193,62.99,27.33,,,,1.27,,N,edH
16,472115.1709609,90227.495208,24.74,2.0,9.65,0.43,23.81,2.03,2.69,0.6409999999999999,29.32,19.67,,,,1.64,,Q,
2?,472102.65446230007,90244.1007368,24.4,1.6,6.81,0.43,21.59,2.02,2.68,0.613,25.48,18.67,,,,1.66,,Q,
37?,464182.1894002,89734.5638264,46.42,9.9,41.07,0.43,47.79,1.71,2.75,1.3769999999999998,71.28,30.21,,,,1.16,,N,edH
?ˆ20,472649.1994852,90274.54264479999,27.0,2.5,33.2,0.43,42.07,1.75,2.75,1.2329999999999999,60.84,27.64,,,,1.23,,N,
-15,471973.4885464001,90272.6742384,30.4,9.0,32.55,0.43,40.31,1.73,2.75,1.23,58.72,26.17,,,,1.23,,N,edH
_ˆ-16,464077.0365631,89691.29603119999,35.8,23.2,33.01,0.43,40.97,1.59,2.76,1.4469999999999998,59.82,26.81,,,,1.13,,N,edH
_ˆ-17,464086.2983221,89694.46134719999,54.14,4.2,34.92,0.43,42.54,1.74,2.76,1.261,62.34,27.42,,,,1.22,,N,edH
_ˆ-17,464086.2983221,89694.46134719999,47.84,10.5,35.51,0.43,42.78,1.8,2.77,1.197,63.12,27.61,,,,1.26,,N,edH
_ˆ-18,464092.59406840004,89696.72725839999,52.3,10.0,36.95,0.43,43.66,1.79,2.77,1.2229999999999999,64.88,27.93,,,,1.25,,N,edH
_ˆ-23,464220.57132940006,89747.973256,49.2,6.7,26.41,0.43,38.57,1.84,2.75,1.071,53.54,27.13,,,,1.33,,N,edH
_ˆ-24,464198.86056640005,89728.9639608,49.83,8.4,31.68,0.43,43.08,1.77,2.76,1.2309999999999999,61.12,29.44,,,,1.24,,N,edH
_ˆ-24,464198.86056640005,89728.9639608,48.23,10.0,37.1,0.43,46.02,1.68,2.77,1.4080000000000001,67.24,30.14,,,,1.15,,N,edH
?ˆ18,472323.6205336,90268.99765359999,16.95,3.0,24.88,0.44,35.42,1.87,2.75,0.991,49.32,24.44,,,,1.38,,N,
?ˆ-14,471856.3929148001,90018.19487759999,28.95,9.7,22.13,0.44,41.8,1.74,2.73,1.225,54.21,32.08,,,,1.23,,N,L.epI
-20,472011.83672829997,90251.1902416,24.1,8.1,17.72,0.44,70.19,1.58,2.73,1.9409999999999998,80.07,62.35,,,,0.93,,N,
_ˆ-15,464070.4220923001,89689.14789919999,48.2,14.2,35.86,0.44,42.95,1.8,2.77,1.2,62.99,27.13,,,,1.26,,N,edH
21,472496.16672880005,89881.8293168,10.6,11.0,9.52,0.45,26.6,1.97,2.69,0.7290000000000001,31.88,22.36,,,,1.56,,Q,L.epIII-H
35?,464735.21990421996,89860.89516148799,42.2,9.9,29.41,0.45,56.47,1.64,2.75,1.624,72.68,43.27,,,,1.05,,N,edH
36?,464548.21261600003,89841.18612399999,46.95,10.1,42.03,0.45,53.12,1.65,2.75,1.5519999999999998,76.15,34.12,,,,1.08,,N,pH
38?,463917.0518629,89640.8651192,57.71,1.0,23.99,0.45,38.22,1.84,2.75,1.0659999999999998,51.34,27.35,,,,1.33,,N,edH
38?,463917.0518629,89640.8651192,48.11,10.6,55.44,0.45,59.11,1.58,2.75,1.7690000000000001,89.56,34.12,,,,0.99,,N,edH
-20,472011.83672829997,90251.1902416,26.6,5.6,36.82,0.45,61.01,1.55,2.75,1.857,81.19,44.37,,,,0.96,,N,
-32,471879.98977690004,90397.6915056,0.82,9.0,12.32,0.45,25.47,1.78,2.71,0.91,32.19,19.87,,,,1.42,,Q,L.epIII-H
28?,465043.00202968006,90089.24350699999,22.15,9.8,7.87,0.46,20.77,2.01,2.69,0.616,25.0,17.13,,,,1.66,,Q,L.epI
34?,464833.47666805,89910.51401267199,38.7,7.2,30.52,0.46,40.28,1.81,2.75,1.131,56.88,26.36,,,,1.29,,N,edH
??4,471882.0108652,90412.72173759999,4.0,4.4,9.87,0.46,24.13,1.75,2.69,0.9079999999999999,29.43,19.56,,,,1.41,,Q,L.epIII-H
?ˆ-1,464313.4888954001,89814.63628319999,54.8,9.9,21.11,0.46,33.68,1.8,2.73,1.0270000000000001,45.03,23.92,,,,1.35,,N,edH
_ˆ-16,464077.0365631,89691.29603119999,41.9,17.1,41.56,0.46,48.21,1.76,2.8,1.358,70.68,29.12,,,,1.19,,N,edH
10?,463961.17083310004,89653.37782079999,47.8,14.6,25.07,0.47,43.95,1.8,2.76,1.207,57.31,32.24,,,,1.25,,N,edH
34?,464833.47666805,89910.51401267199,36.6,9.3,28.6,0.47,40.28,1.79,2.75,1.155,55.49,26.89,,,,1.28,,N,edH
?ˆ17,472314.71837083,90277.06871419199,21.0,1.8,25.04,0.47,46.97,1.77,2.75,1.2830000000000001,60.24,35.2,,,,1.2,,N,
?ˆ6,472020.91850170004,90079.6836504,27.7,2.5,16.03,0.47,34.02,,2.71,,42.59,26.56,,,,,,,L.epIII-H
_ˆ-15,464070.4220923001,89689.14789919999,56.2,6.2,35.65,0.47,44.19,1.79,2.77,1.2309999999999999,63.23,27.58,,,,1.24,,N,edH
36?,464548.21261600003,89841.18612399999,52.05,5.0,35.58,0.48,51.7,1.68,2.75,1.483,70.12,34.54,,,,1.11,,N,pH
36?,464548.21261600003,89841.18612399999,50.05,7.0,31.32,0.48,53.82,1.65,2.75,1.564,70.19,38.87,,,,1.07,,N,pH
?ˆ25,473089.1442868,90276.04834479999,15.16,4.0,38.13,0.48,46.53,1.94,2.75,1.077,66.5,28.37,,,,1.32,,N,
_ˆ-15,464070.4220923001,89689.14789919999,53.1,9.3,34.61,0.48,43.33,1.81,2.8,1.217,61.45,26.84,,,,1.26,,N,edH
37?,464182.1894002,89734.5638264,49.82,6.5,29.89,0.49,42.64,1.7,2.75,1.307,57.83,27.94,,,,1.19,,N,edH
-13,471953.85886690003,90283.600936,36.1,6.5,36.79,0.49,50.37,1.68,2.75,1.4609999999999999,68.98,32.19,,,,1.12,,N,edH
-34,464322.83689750003,89790.1087648,46.1,19.5,45.97,0.49,56.55,1.63,2.78,1.67,79.84,33.87,,,,1.04,,N,edH
_ˆ-16,464077.0365631,89691.29603119999,53.1,5.9,36.37,0.49,45.93,1.78,2.78,1.2790000000000001,64.49,28.12,,,,1.22,,N,edH
_ˆ-24,464198.86056640005,89728.9639608,52.23,6.0,38.51,0.49,50.84,1.7,2.77,1.4580000000000002,70.65,32.14,,,,1.13,,N,edH
_ˆ-25,463931.07949060004,89636.15930479999,51.68,7.0,38.3,0.49,55.23,1.65,2.77,1.6059999999999999,74.72,36.42,,,,1.06,,N,edH
34?,464833.47666805,89910.51401267199,40.9,5.0,26.12,0.5,38.17,1.85,2.75,1.054,51.25,25.13,,,,1.34,,N,edH
37?,464182.1894002,89734.5638264,47.92,8.4,40.45,0.5,52.54,1.53,2.75,1.742,72.6,32.15,,,,1.0,,N,edH
38?,463917.0518629,89640.8651192,49.51,9.2,52.78,0.5,62.46,1.61,2.75,1.775,89.05,36.27,,,,0.99,,N,edH
?ˆ15,472296.9114205,90293.20930959999,25.15,4.0,31.98,0.5,46.22,,2.75,,62.34,30.36,,,,,,,
-1,464175.2412061,89734.93054799999,50.7,3.2,23.22,0.5,51.57,1.7,2.74,1.443,63.08,39.86,,,,1.12,,N,edH
-34,464322.83689750003,89790.1087648,55.8,9.8,36.42,0.51,50.87,1.7,2.77,1.4580000000000002,68.83,32.41,,,,1.13,,N,edH
_ˆ-15,464070.4220923001,89689.14789919999,50.4,12.0,39.65,0.52,49.45,1.74,2.77,1.379,68.54,28.89,,,,1.16,,N,edH
-3,464085.21465880005,89707.04096879999,58.6,2.0,31.92,0.52,51.31,1.72,2.76,1.4280000000000002,66.79,34.87,,,,1.14,,N,edH
_ˆ-25,463931.07949060004,89636.15930479999,49.48,9.2,32.55,0.52,52.26,1.72,2.76,1.443,67.97,35.42,,,,1.13,,N,edH
?ˆ1,472001.5475515,90253.2272864,31.1,2.0,12.94,0.53,26.68,,2.71,,32.8,19.86,,,,,,,
-34,464322.83689750003,89790.1087648,33.5,32.1,40.33,0.53,55.06,1.65,2.77,1.6030000000000002,74.21,33.88,,,,1.06,,N,edH
_ˆ-14,464118.4445002,89707.25377439999,60.3,2.7,38.38,0.53,50.06,1.75,2.79,1.392,68.04,29.66,,,,1.17,,N,edH
2?,472102.65446230007,90244.1007368,22.4,3.6,8.7,0.54,25.03,2.04,2.7,0.655,29.06,20.36,,,,1.63,,Q,
_ˆ-14,464118.4445002,89707.25377439999,55.0,8.0,34.66,0.55,46.03,1.74,2.76,1.3159999999999998,61.69,27.03,,,,1.19,,N,edH
_ˆ-22,464550.47368510003,89837.4305736,52.51,4.6,34.13,0.55,43.11,1.68,2.76,1.351,58.49,24.36,,,,1.17,,N,pH
_ˆ-14,464118.4445002,89707.25377439999,57.8,5.2,30.68,0.56,43.59,1.8,2.76,1.202,57.16,26.48,,,,1.25,,N,edH
_ˆ-17,464086.2983221,89694.46134719999,50.54,7.8,35.91,0.56,47.56,1.76,2.77,1.3219999999999998,63.47,27.56,,,,1.19,,N,edH
5,472494.1981363,89863.9937984,11.0,10.0,10.21,0.57,23.3,1.91,2.69,0.737,27.71,17.5,,,,1.55,,Q,L.epIII-H
7,472547.7701002,89863.8626352,8.34,10.0,9.41,0.57,23.88,1.89,2.69,0.763,27.95,18.54,,,,1.53,,Q,L.epIII-H
_ˆ-16,464077.0365631,89691.29603119999,50.5,8.5,35.51,0.57,47.78,1.75,2.77,1.339,63.21,27.7,,,,1.18,,N,edH
_ˆ-18,464092.59406840004,89696.72725839999,54.8,7.5,35.39,0.57,48.24,,2.77,,63.52,28.13,,,,,,,edH
_ˆ-8,466194.7771303,90184.01728399999,18.52,18.0,11.38,0.58,26.27,1.95,2.7,0.748,31.04,19.66,,,,1.54,,Q,pH
